"medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Simulation" "Chemical" "Times" "variables"
"Srxn1_3.4" 0.4026985 0.3350513 0.47004215 0.501065 0.4283863 0.572607275 0.274629 0.2163223 0.3350298 "Sim3" "Cddo" 3 "Srxn1"
"Srxn1_3.5" 1.538335 1.47779975 1.5982135 1.8062 1.742128 1.8694615 1.21301 1.1600595 1.26715125 "Sim3" "Cddo" 4 "Srxn1"
"Srxn1_3.6" 2.6221 2.58020875 2.6617105 3.019495 2.97562825 3.0610025 2.06674 2.02888925 2.10407075 "Sim3" "Cddo" 5 "Srxn1"
"Srxn1_3.7" 3.53527 3.49686 3.5751805 4.0613 4.01626 4.10751 2.84768 2.81642975 2.8797815 "Sim3" "Cddo" 6 "Srxn1"
"Srxn1_3.8" 4.291795 4.232863 4.35085075 4.8999 4.8300875 4.9691325 3.46115 3.41549975 3.5069535 "Sim3" "Cddo" 7 "Srxn1"
"Srxn1_3.9" 4.99881 4.92964925 5.06936075 5.68095 5.599578 5.76291425 4.05026 3.99706875 4.1056405 "Sim3" "Cddo" 8 "Srxn1"
"Srxn1_3.10" 5.695865 5.6235985 5.77065125 6.43986 6.354999 6.52672475 4.641775 4.58562975 4.700941 "Sim3" "Cddo" 9 "Srxn1"
"Srxn1_3.11" 6.41577 6.34222925 6.4925905 7.229365 7.14362375 7.318061 5.260895 5.20324 5.32179025 "Sim3" "Cddo" 10 "Srxn1"
"Srxn1_3.12" 7.118425 7.04379975 7.19551225 7.947965 7.86196 8.0367005 5.958065 5.89964875 6.01982275 "Sim3" "Cddo" 11 "Srxn1"
"Srxn1_3.13" 7.80743 7.73361925 7.8843235 8.62488 8.53890425 8.7132805 6.664885 6.60571875 6.727782 "Sim3" "Cddo" 12 "Srxn1"
"Srxn1_3.14" 8.51868 8.4448575 8.59561025 9.35068 9.26556675 9.4385335 7.37755 7.31824 7.44104275 "Sim3" "Cddo" 13 "Srxn1"
"Srxn1_3.15" 9.244605 9.1713085 9.32133 10.0991 10.014695 10.186105 8.103415 8.04372775 8.167462 "Sim3" "Cddo" 14 "Srxn1"
"Srxn1_3.16" 9.945035 9.87219875 10.0210025 10.8155 10.7317 10.9015 8.786065 8.72576625 8.84989 "Sim3" "Cddo" 15 "Srxn1"
"Srxn1_3.17" 10.6782 10.6063 10.7534025 11.5864 11.5041975 11.6719 9.49133 9.4312295 9.55504425 "Sim3" "Cddo" 16 "Srxn1"
"Srxn1_3.18" 11.4129 11.3418975 11.4881025 12.3578 12.2771975 12.4422025 10.1453 10.0858 10.209 "Sim3" "Cddo" 17 "Srxn1"
"Srxn1_3.19" 12.1406 12.071195 12.2148 13.1493 13.0703 13.232 10.8178 10.7585975 10.8801 "Sim3" "Cddo" 18 "Srxn1"
"Srxn1_3.20" 12.8731 12.8047975 12.9461025 13.9261 13.8487 14.0076 11.4895 11.4304 11.5506025 "Sim3" "Cddo" 19 "Srxn1"
"Srxn1_3.21" 13.5793 13.512895 13.6504025 14.69 14.614885 14.7696025 12.15855 12.1005 12.2180025 "Sim3" "Cddo" 20 "Srxn1"
"Srxn1_3.22" 14.2676 14.202 14.3365 15.4706 15.397 15.5481025 12.8101 12.7531 12.8683025 "Sim3" "Cddo" 21 "Srxn1"
"Srxn1_3.23" 14.963 14.8988975 15.0307025 16.2848 16.2126 16.3602 13.4449 13.3892 13.5021025 "Sim3" "Cddo" 22 "Srxn1"
"Srxn1_3.24" 15.5955 15.5324975 15.6608 16.98415 16.9135975 17.0577 14.0427 13.9880975 14.0988 "Sim3" "Cddo" 23 "Srxn1"
"Srxn1_3.25" 16.2861 16.2248975 16.3493 17.7619 17.6931 17.8333 14.668 14.6145 14.7228 "Sim3" "Cddo" 24 "Srxn1"
"Srxn1_3.26" 16.9917 16.9318 17.0537025 18.5521 18.4846975 18.6213025 15.3043 15.252595 15.3578 "Sim3" "Cddo" 25 "Srxn1"
"Srxn1_3.27" 17.8387 17.7797 17.8996025 19.642 19.5754 19.7101 15.9388 15.888 15.9914 "Sim3" "Cddo" 26 "Srxn1"
"Srxn1_3.28" 18.5875 18.5296925 18.6472 20.6251 20.5596 20.6927 16.5742 16.524 16.6261 "Sim3" "Cddo" 27 "Srxn1"
"Srxn1_3.29" 19.33335 19.2759 19.3916025 21.6297 21.5648975 21.6967025 17.1794 17.1291975 17.2304 "Sim3" "Cddo" 28 "Srxn1"
"Srxn1_3.30" 20.0911 20.0338 20.1491025 22.599 22.5337 22.665 17.8229 17.7721 17.8739025 "Sim3" "Cddo" 29 "Srxn1"
"Srxn1_3.31" 20.83935 20.781 20.8976025 23.5929 23.5273 23.6591 18.43975 18.3882 18.4917 "Sim3" "Cddo" 30 "Srxn1"
"Srxn1_3.32" 21.5353 21.4760975 21.5940025 24.5234 24.4566975 24.5899 18.9944 18.9423 19.0473 "Sim3" "Cddo" 31 "Srxn1"
"Srxn1_3.33" 22.2435 22.1827 22.3040025 25.4738 25.4047975 25.5417 19.5369 19.4830975 19.5912 "Sim3" "Cddo" 32 "Srxn1"
"Srxn1_3.34" 22.9376 22.8739 22.9998 26.39075 26.3189 26.4615025 20.0867 20.0305975 20.1427 "Sim3" "Cddo" 33 "Srxn1"
"Srxn1_3.35" 23.583 23.5164 23.6482 27.2719 27.1962975 27.3446 20.5619 20.5041 20.6193025 "Sim3" "Cddo" 34 "Srxn1"
"Srxn1_3.36" 24.1914 24.122 24.2597025 28.0844 28.0054975 28.1608 21.0213 20.9621975 21.079105 "Sim3" "Cddo" 35 "Srxn1"
"Srxn1_3.37" 24.7942 24.722195 24.8654 28.9386 28.855295 29.0199025 21.4477 21.3897 21.5042025 "Sim3" "Cddo" 36 "Srxn1"
"Srxn1_3.38" 25.3503 25.2764975 25.422405 29.7627 29.6742925 29.8487 21.7872 21.7306975 21.8437 "Sim3" "Cddo" 37 "Srxn1"
"Srxn1_3.39" 25.8487 25.7766 25.9191 30.5743 30.4797 30.6653 21.9754 21.9068 22.0428 "Sim3" "Cddo" 38 "Srxn1"
"Srxn1_3.40" 26.1629 26.0920975 26.2344025 31.3504 31.252 31.445205 21.8809 21.7928 21.9705 "Sim3" "Cddo" 39 "Srxn1"
"Srxn1_3.41" 26.2664 26.1784 26.353305 32.0609 31.9632975 32.1556 21.6707 21.569295 21.7754 "Sim3" "Cddo" 40 "Srxn1"
"Srxn1_3.42" 26.0935 25.9841975 26.2036025 32.669 32.5740975 32.7606 21.3755 21.2703975 21.4833025 "Sim3" "Cddo" 41 "Srxn1"
"Srxn1_3.43" 25.7972 25.6763 25.9217 33.1104 33.013295 33.2074 21.0639 20.9566975 21.1721 "Sim3" "Cddo" 42 "Srxn1"
"Srxn1_3.44" 25.45425 25.3277 25.5841 33.3065 33.178495 33.430105 20.7539 20.645495 20.8636 "Sim3" "Cddo" 43 "Srxn1"
"Srxn1_3.45" 25.0852 24.954795 25.2183025 33.1438 32.9841975 33.3018 20.4469 20.3361 20.5580025 "Sim3" "Cddo" 44 "Srxn1"
"Srxn1_3.46" 24.7124 24.57859 24.8487 32.7729 32.5967925 32.9487025 20.144 20.0302975 20.2592 "Sim3" "Cddo" 45 "Srxn1"
"Srxn1_3.47" 24.3434 24.2057975 24.4841075 32.3329 32.1506925 32.51821 19.8462 19.7282975 19.9650025 "Sim3" "Cddo" 46 "Srxn1"
